date,channel_name,campaign_type,industry,country,impressions,clicks,CTR,CPC,spend,conversions,CPA,conversion_value,ROAS
2024-10-08,Meta Ads,Search,Healthcare,USA,164876,5820,3.529925519784565,0.74,4306.8,463,9.301943844492442,73917.74,17.163030556329527
2024-05-13,Meta Ads,Display,SaaS,USA,163253,1779,1.0897196376176854,0.51,907.29,121,7.498264462809917,18762.73,20.67997002061083
2024-10-04,Meta Ads,Shopping,Fintech,India,120631,1532,1.2699886430519518,0.77,1179.64,114,10.347719298245615,25286.78,21.43601437726764
2024-04-29,Meta Ads,Display,Fintech,Australia,12610,197,1.5622521808088818,0.66,130.02,11,11.82,2637.16,20.28272573450238
2024-01-12,Meta Ads,Video,Healthcare,UK,62676,595,0.9493266960239964,2.4200000000000004,1439.9,32,44.996875,1319.08,0.9160913952357802
2024-07-10,Google Ads,Search,Fintech,UK,59943,2163,3.6084280066062764,3.29,7116.27,114,62.42342105263158,4800.81,0.6746244872665034
2024-10-20,Meta Ads,Display,SaaS,USA,78302,900,1.1493959285841995,0.49,441.0,52,8.48076923076923,6354.23,14.408684807256234
2024-09-04,Google Ads,Video,EdTech,UK,154805,9535,6.159361777720358,0.9600000000000001,9153.6,525,17.435428571428574,18155.37,1.9834130833770318
2024-05-09,TikTok Ads,Video,Fintech,Australia,41839,2991,7.1488324290733525,0.9900000000000001,2961.09,45,65.802,9665.89,3.2643013214728356
2024-06-17,Meta Ads,Shopping,SaaS,India,127872,2953,2.309340590590591,0.59,1742.27,150,11.615133333333333,15282.38,8.771533688808278
2024-11-04,Google Ads,Display,Fintech,Germany,146779,5019,3.4194264847151157,2.22,11142.18,349,31.926017191977078,91145.36,8.180208899874172
2024-06-26,Google Ads,Shopping,EdTech,USA,133588,6545,4.899392160972543,1.6800000000000002,10995.6,241,45.62489626556017,34421.71,3.1304985630615882
2024-01-29,Google Ads,Video,Fintech,UK,82462,3916,4.74885401760811,2.1,8223.6,199,41.32462311557789,48785.37,5.932361739384211
2024-01-18,Google Ads,Display,E-commerce,Australia,55248,1646,2.9792933680857225,2.6,4279.6,43,99.52558139534885,12311.15,2.876705766894102
2024-08-09,Google Ads,Display,Healthcare,UAE,90374,2349,2.599198884634961,0.9700000000000001,2278.53,69,33.02217391304348,5506.03,2.416483434495047
2024-03-06,Meta Ads,Video,EdTech,USA,104976,1238,1.179317177259564,1.52,1881.76,16,117.61,4162.98,2.212279993197857
2024-11-10,Google Ads,Display,SaaS,Australia,124774,3481,2.789844038020741,1.21,4212.01,113,37.274424778761066,4447.19,1.0558355749392807
2024-08-14,Google Ads,Search,SaaS,USA,109263,2829,2.589165591279756,0.88,2489.52,129,19.29860465116279,14321.34,5.752651113467657
2024-06-13,Google Ads,Video,Fintech,UAE,105814,6126,5.789404048613605,2.79,17091.54,289,59.140276816609,45447.24,2.659048862770704
2024-08-16,TikTok Ads,Shopping,Healthcare,Canada,41113,2347,5.708656629290005,0.96,2253.12,33,68.27636363636363,2659.26,1.1802567106945039
2024-01-15,Google Ads,Search,SaaS,Canada,43098,1620,3.758875121815398,2.7300000000000004,4422.6,39,113.4,7135.44,1.6134038800705466
2024-08-28,Meta Ads,Display,E-commerce,Canada,25991,309,1.1888730714478088,1.52,469.68,14,33.54857142857143,2306.63,4.911067109521376
2024-11-21,Google Ads,Display,EdTech,India,150778,2985,1.9797317911101089,1.39,4149.15,59,70.32457627118643,16435.61,3.961199281780606
2024-07-17,Google Ads,Video,EdTech,Germany,113500,7604,6.699559471365639,1.3,9885.2,340,29.074117647058827,21520.64,2.1770566098814386
2024-10-31,Meta Ads,Video,EdTech,UAE,140453,4213,2.9995799306529585,1.09,4592.17,56,82.00303571428572,4347.77,0.9467789737749257
2024-04-21,TikTok Ads,Display,SaaS,Germany,27936,1402,5.018613974799542,1.32,1850.64,99,18.693333333333335,26865.9,14.51708598106601
2024-02-27,TikTok Ads,Display,SaaS,UK,133303,4225,3.1694710546649367,1.53,6464.25,139,46.50539568345324,8508.68,1.316267161697026
2024-05-02,Google Ads,Video,EdTech,UAE,117333,2898,2.4698933803789216,3.9299999999999997,11389.14,48,237.27374999999998,5367.73,0.4713024864037144
2024-09-14,Meta Ads,Display,SaaS,USA,152680,6214,4.069950222687975,2.1,13049.4,283,46.11095406360424,13261.37,1.016243658712278
2024-09-20,Google Ads,Display,Healthcare,USA,168384,4681,2.7799553401748387,2.57,12030.17,267,45.05681647940075,58628.48,4.873453991090733
2024-08-22,Google Ads,Display,Fintech,Australia,106026,5152,4.859185482806104,1.7200000000000002,8861.44,240,36.92266666666667,50663.13,5.717257014661273
2024-04-22,Google Ads,Search,E-commerce,Germany,107364,4895,4.559256361536455,2.65,12971.75,200,64.85875,42108.23,3.246148746314106
2024-06-25,Google Ads,Video,EdTech,UK,132152,7572,5.729765724317453,1.14,8632.08,552,15.637826086956522,115644.47,13.397057256188543
2024-07-14,Google Ads,Shopping,Fintech,Australia,116695,5799,4.969364582887013,3.13,18150.87,372,48.79266129032258,56034.95,3.087177088481158
2024-11-28,Meta Ads,Search,E-commerce,UK,116030,4177,3.5999310523140564,0.9,3759.3,188,19.996276595744682,8691.11,2.31189583167079
2024-08-11,TikTok Ads,Search,E-commerce,Australia,164599,11209,6.809883413629487,0.41,4595.69,653,7.037810107197549,133415.01,29.030463325420126
2024-04-18,TikTok Ads,Video,Fintech,India,188844,12860,6.809853635805214,0.98,12602.8,892,14.128699551569506,133607.64,10.601425080140922
2024-09-10,TikTok Ads,Search,E-commerce,Canada,90468,5753,6.359154618207544,0.7999999999999999,4602.4,141,32.641134751773045,12042.73,2.616619589779246
2024-06-24,Google Ads,Video,E-commerce,Australia,117223,7935,6.769149399008727,2.02,16028.7,166,96.55843373493977,47449.87,2.960306824633314
2024-03-26,TikTok Ads,Shopping,SaaS,Germany,93478,5786,6.189691692162862,0.42,2430.12,272,8.934264705882352,27905.19,11.483050219742235
2024-11-29,Google Ads,Video,EdTech,Canada,9134,228,2.496168162907817,1.3900000000000001,316.92,2,158.46,329.55,1.0398523286633852
2024-05-10,Meta Ads,Display,E-commerce,UAE,29485,1341,4.548075292521621,1.41,1890.81,46,41.104565217391304,4626.55,2.446861398025185
2024-12-23,TikTok Ads,Video,SaaS,Canada,22221,1706,7.677422258224202,0.5,853.0,74,11.527027027027026,14659.06,17.18529894490035
2024-06-19,Google Ads,Display,SaaS,Germany,178567,8374,4.689556300996265,1.33,11137.42,98,113.64714285714285,8808.29,0.7908734697982118
2024-10-06,TikTok Ads,Display,E-commerce,Australia,93074,4225,4.539398757977523,1.54,6506.5,300,21.688333333333333,11467.08,1.7624037500960579
2024-12-24,Google Ads,Search,Healthcare,Australia,155840,4566,2.9299281314168377,1.12,5113.92,312,16.39076923076923,40138.5,7.848871315937676
2024-07-21,TikTok Ads,Display,E-commerce,India,21956,1611,7.337402076881035,1.4100000000000001,2271.51,79,28.75329113924051,9545.28,4.202173884332448
2024-05-06,Meta Ads,Search,E-commerce,USA,177224,2374,1.3395476910576445,1.5699999999999998,3727.18,142,26.24774647887324,18303.42,4.910795829554784
2024-11-04,Google Ads,Search,EdTech,UAE,93720,2661,2.8393085787451984,1.7,4523.7,104,43.497115384615384,18904.07,4.178895594314389
2024-05-28,Google Ads,Display,EdTech,USA,169909,7781,4.579510208405676,2.5,19452.5,124,156.875,26123.28,1.3429266161161804
2024-08-05,Meta Ads,Video,Healthcare,USA,46548,1047,2.2492910543954627,1.5499999999999998,1622.85,28,57.958928571428565,7800.92,4.806926086822566
2024-12-08,Meta Ads,Search,Healthcare,USA,6875,158,2.2981818181818183,1.8299999999999998,289.14,2,144.57,386.94,1.3382444490558207
2024-12-26,Google Ads,Search,SaaS,India,106975,4300,4.019630754849264,2.39,10277.0,335,30.677611940298508,35904.36,3.4936615743894133
2024-02-08,Google Ads,Shopping,SaaS,UK,10574,389,3.678834878002648,2.59,1007.51,6,167.91833333333332,908.68,0.9019066808269892
2024-07-16,TikTok Ads,Video,Fintech,Australia,147658,6939,4.699372875157459,0.86,5967.54,282,21.161489361702127,39581.75,6.632842008599859
2024-06-02,Meta Ads,Shopping,SaaS,Canada,52013,1565,3.008863168823179,1.03,1611.95,23,70.08478260869565,6481.69,4.021024225317162
2024-10-18,Google Ads,Search,E-commerce,India,49484,1118,2.2593161425915445,2.0500000000000003,2291.9,79,29.011392405063294,18417.53,8.035922160652733
2024-07-04,Google Ads,Search,Healthcare,USA,18877,545,2.8871112994649573,3.2,1744.0,26,67.07692307692308,5981.0,3.42947247706422
2024-04-15,Meta Ads,Shopping,Healthcare,UK,106505,1022,0.9595793624712455,1.7999999999999998,1839.6,27,68.13333333333333,2467.18,1.3411502500543597
2024-05-25,Google Ads,Search,E-commerce,India,65107,1777,2.729353218547929,1.6300000000000001,2896.51,128,22.628984375,29612.56,10.2235310770548
2024-03-02,Google Ads,Shopping,SaaS,India,69839,1620,2.319620842222827,1.26,2041.2,80,25.515,22785.52,11.162806192435822
2024-02-27,Google Ads,Video,SaaS,USA,104794,5920,5.649178388075653,3.66,21667.2,359,60.35431754874652,21837.83,1.007875036922168
2024-04-14,Meta Ads,Video,EdTech,USA,33549,1224,3.648394885093446,0.76,930.24,89,10.452134831460674,26101.34,28.058716030271757
2024-02-17,Google Ads,Video,SaaS,Germany,133027,7808,5.869485142114007,1.26,9838.08,153,64.30117647058823,22193.12,2.2558385376008325
2024-11-12,Meta Ads,Video,EdTech,Germany,27419,1192,4.347350377475473,1.83,2181.36,38,57.404210526315794,5935.39,2.7209584846151027
2024-05-24,Google Ads,Video,Healthcare,Canada,102648,2330,2.269893227340036,2.55,5941.5,157,37.84394904458599,28653.63,4.822625599596062
2024-01-20,Google Ads,Display,E-commerce,Canada,181687,8321,4.579854364924293,3.1399999999999997,26127.94,651,40.13508448540706,189283.47,7.244485022546745
2024-07-22,Google Ads,Display,SaaS,UK,166792,6071,3.639862823156986,3.1500000000000004,19123.65,323,59.20634674922601,23590.83,1.233594528241209
2024-06-26,TikTok Ads,Search,SaaS,USA,7889,416,5.273165166687793,1.0,416.0,16,26.0,2147.95,5.163341346153846
2024-11-14,Meta Ads,Video,E-commerce,India,129746,4891,3.7696730535045395,1.8099999999999998,8852.71,117,75.66418803418803,26101.17,2.9483819079129443
2024-03-17,Google Ads,Display,E-commerce,Germany,94506,3269,3.4590396376949615,1.56,5099.64,193,26.42300518134715,7342.38,1.4397839847518648
2024-05-17,Google Ads,Display,EdTech,Canada,12086,594,4.914777428429588,2.46,1461.24,21,69.58285714285714,3418.15,2.339211902220032
2024-05-07,TikTok Ads,Display,SaaS,UK,145497,4743,3.2598610280624345,0.35,1660.05,313,5.30367412140575,81349.35,49.004156501310206
2024-05-18,Meta Ads,Search,EdTech,UAE,14491,259,1.7873162652680974,1.7,440.3,3,146.76666666666668,260.32,0.5912332500567794
2024-03-13,Meta Ads,Shopping,Fintech,UAE,156043,4478,2.86972180745051,1.3299999999999998,5955.74,193,30.858756476683936,22322.38,3.7480447433904103
2024-07-19,TikTok Ads,Display,Healthcare,UK,115304,3551,3.0796850065912715,1.56,5539.56,232,23.87741379310345,22178.1,4.00358512228408
2024-09-24,TikTok Ads,Shopping,Fintech,UAE,132571,9147,6.899699029199448,1.02,9329.94,502,18.58553784860558,55471.3,5.945515190880113
2024-11-13,Google Ads,Display,E-commerce,UAE,92502,2960,3.1999308123067607,2.06,6097.6,201,30.3363184079602,47885.36,7.853148779847809
2024-11-23,Google Ads,Display,EdTech,USA,133792,6943,5.1893984692657265,2.35,16316.05,186,87.72069892473118,17630.23,1.0805452300035854
2024-12-26,Google Ads,Display,EdTech,UK,77258,3963,5.129565870201144,1.7999999999999998,7133.4,135,52.839999999999996,34518.13,4.838944963131185
2024-05-10,Google Ads,Display,EdTech,UAE,74672,2665,3.568941504178273,1.5599999999999998,4157.4,129,32.22790697674418,32318.91,7.773827392120076
2024-04-18,TikTok Ads,Search,Healthcare,Australia,41558,1757,4.227826170653063,1.21,2125.97,72,29.52736111111111,18414.15,8.661528619877046
2024-12-05,Google Ads,Shopping,Healthcare,Australia,134560,5947,4.419589774078478,2.84,16889.48,144,117.28805555555556,23257.77,1.3770566056503812
2024-05-26,TikTok Ads,Search,E-commerce,Canada,143518,10491,7.309884474421327,0.8500000000000001,8917.35,313,28.489936102236424,46285.52,5.1905016624894165
2024-10-09,Meta Ads,Video,Fintech,UK,7402,91,1.2293974601459066,2.08,189.28,6,31.546666666666667,1105.17,5.838810228233306
2024-09-25,Google Ads,Shopping,EdTech,Australia,49225,2367,4.808532249873032,1.8399999999999999,4355.28,137,31.79036496350365,8811.53,2.023183354457119
2024-07-28,Google Ads,Video,Healthcare,India,173678,11428,6.579992860350764,2.1100000000000003,24113.08,310,77.78412903225806,83080.36,3.4454478648103017
2024-03-07,Meta Ads,Display,Healthcare,Australia,92793,1261,1.3589387130494757,0.37,466.57,80,5.832125,13024.34,27.91508240992777
2024-08-09,TikTok Ads,Video,SaaS,UK,122408,6671,5.449807202143651,1.17,7805.07,293,26.638464163822526,67215.82,8.611815140671386
2024-07-04,TikTok Ads,Search,E-commerce,UAE,162826,7815,4.799602029159962,1.6400000000000001,12816.6,120,106.805,13520.75,1.0549404678307819
2024-07-10,Meta Ads,Shopping,Healthcare,India,134614,3190,2.369738660169076,1.78,5678.2,188,30.2031914893617,41736.54,7.3503117185023426
2024-03-18,Google Ads,Shopping,Fintech,India,116451,3388,2.909378193403234,3.39,11485.32,188,61.092127659574466,28791.61,2.5068182688858474
2024-02-13,Google Ads,Search,E-commerce,Germany,188276,11277,5.98961099662198,2.48,27966.96,554,50.48187725631769,89376.47,3.195787815336383
2024-07-14,Meta Ads,Search,Fintech,Australia,165552,4337,2.619720691988016,2.2199999999999998,9628.14,132,72.94045454545454,21448.35,2.2276732577631817
2024-08-18,Meta Ads,Video,EdTech,UK,82271,3397,4.129036963206962,0.52,1766.44,36,49.06777777777778,6412.73,3.630312945811915
2024-12-30,TikTok Ads,Search,Fintech,Germany,61921,3814,6.159461249010836,0.31,1182.34,50,23.6468,8842.35,7.4786863338802725
2024-09-26,Google Ads,Shopping,E-commerce,Canada,161089,6540,4.0598675266467605,2.1,13734.0,285,48.189473684210526,49746.79,3.622163244502694
2024-09-13,Google Ads,Shopping,Healthcare,USA,85618,2679,3.1290149267677356,0.9199999999999999,2464.68,74,33.306486486486484,6024.46,2.4443173150266975
2024-12-12,Meta Ads,Search,Healthcare,Australia,30457,606,1.9896903831631478,0.5800000000000001,351.48,34,10.33764705882353,4981.94,14.174177762603845
2024-01-25,TikTok Ads,Search,E-commerce,India,46420,1880,4.049978457561395,1.9,3572.0,113,31.61061946902655,5769.59,1.6152267637178053
2024-08-21,Google Ads,Search,E-commerce,UK,180746,5024,2.7795912495988846,1.28,6430.72,64,100.48,17709.21,2.7538456036027066
2024-06-26,TikTok Ads,Search,SaaS,Germany,131244,5604,4.269909481576301,0.38,2129.52,229,9.299213973799127,65541.49,30.777588376723397
2024-03-01,Google Ads,Search,E-commerce,Germany,86678,2158,2.4896744271902906,1.45,3129.1,163,19.196932515337423,27708.88,8.855223546706721
2024-11-03,Google Ads,Display,EdTech,Canada,70226,4037,5.74858314584342,2.16,8719.92,240,36.333,68153.47,7.815836613179938
2024-12-01,Google Ads,Search,Fintech,Germany,124119,6416,5.169232752439192,2.55,16360.8,358,45.700558659217876,48445.72,2.9610850325167477
2024-05-16,Google Ads,Shopping,Healthcare,UAE,126292,5165,4.089728565546511,1.49,7695.85,110,69.96227272727273,14074.18,1.8288012370303475
2024-02-23,Google Ads,Video,E-commerce,Canada,189935,10161,5.3497249058888565,1.49,15139.89,615,24.61770731707317,31748.86,2.0970337300997564
2024-04-16,Google Ads,Display,EdTech,UAE,103066,2380,2.309199930141851,2.4899999999999998,5926.2,121,48.97685950413223,20395.26,3.4415409537308896
2024-03-30,Meta Ads,Shopping,E-commerce,USA,11083,193,1.7414057565641072,0.83,160.19,11,14.562727272727273,912.82,5.69835819963793
2024-04-25,Meta Ads,Display,EdTech,UAE,6074,128,2.107342772472835,1.51,193.28,5,38.656,1253.71,6.486496274834437
2024-10-11,TikTok Ads,Video,Healthcare,Canada,54752,2814,5.139538281706605,0.86,2420.04,137,17.664525547445255,13580.22,5.611568403828036
2024-02-10,Meta Ads,Video,Healthcare,UK,141313,4762,3.3698244322886075,1.05,5000.1,207,24.155072463768118,26737.15,5.347323053538929
2024-11-28,TikTok Ads,Display,EdTech,USA,34669,1965,5.667887738325305,1.61,3163.65,74,42.752027027027026,12153.4,3.8415753955083525
2024-03-17,Meta Ads,Display,E-commerce,Australia,104714,1015,0.9693068739614569,0.93,943.95,78,12.101923076923077,20952.03,22.19612267598919
2024-05-30,TikTok Ads,Video,Healthcare,UAE,109733,6616,6.029179918529522,0.91,6020.56,516,11.667751937984496,53965.61,8.963553224284784
2024-09-16,TikTok Ads,Display,SaaS,USA,67502,5859,8.679742822434891,0.48000000000000004,2812.32,395,7.119797468354431,42271.31,15.030761079820218
2024-04-24,Google Ads,Display,E-commerce,Canada,129121,4893,3.789468792837726,2.56,12526.08,137,91.43124087591241,7241.16,0.5780866799509503
2024-03-25,Google Ads,Video,Fintech,USA,173102,4414,2.5499416528982914,3.4,15007.6,341,44.01055718475074,52487.34,3.4973839921106635
2024-03-27,Google Ads,Shopping,EdTech,Canada,140607,6397,4.549560121473326,1.43,9147.71,393,23.27661577608142,82224.93,8.98858074862452
2024-01-11,Google Ads,Search,Healthcare,Germany,48351,2156,4.459059791938119,3.16,6812.96,83,82.08385542168675,7504.87,1.101557913153754
2024-04-06,TikTok Ads,Video,Fintech,Germany,118135,8151,6.899733355906379,0.69,5624.19,428,13.140630841121494,64189.34,11.413081705987885
2024-06-25,TikTok Ads,Search,Fintech,UK,20185,878,4.349764676740154,0.6100000000000001,535.58,27,19.836296296296297,7476.28,13.959221778259082
2024-11-29,TikTok Ads,Video,E-commerce,Australia,50802,3617,7.119798433132554,0.42000000000000004,1519.14,279,5.44494623655914,22644.29,14.905992864383796
2024-08-14,Meta Ads,Shopping,E-commerce,Canada,34048,694,2.038298872180451,1.45,1006.3,49,20.53673469387755,12555.06,12.47645831263043
2024-02-23,TikTok Ads,Video,SaaS,UAE,56672,2397,4.229601919819311,0.48,1150.56,138,8.337391304347825,33165.74,28.825737032401612
2024-05-15,Google Ads,Video,Fintech,UAE,128962,7337,5.689272809044525,1.35,9904.95,226,43.827212389380534,26098.81,2.6349259713577555
2024-09-22,Meta Ads,Video,Healthcare,UK,15532,593,3.8179242853463817,1.43,847.99,45,18.84422222222222,2243.79,2.646009976532742
2024-08-15,Google Ads,Video,Fintech,Australia,154666,5939,3.8398872408932796,1.28,7601.92,366,20.770273224043716,24965.13,3.2840558700959757
2024-08-22,TikTok Ads,Video,E-commerce,USA,9722,455,4.680106973873689,1.21,550.55,29,18.98448275862069,3533.89,6.418835709744801
2024-08-10,Google Ads,Display,Fintech,Australia,24464,511,2.0887835186396337,1.12,572.32,20,28.616000000000003,5921.83,10.347061084707855
2024-02-09,Meta Ads,Video,E-commerce,India,170413,3936,2.309682946723548,0.71,2794.56,63,44.35809523809524,12671.79,4.534449072483683
2024-03-12,TikTok Ads,Video,Fintech,Germany,109205,4499,4.119774735589029,0.84,3779.16,49,77.12571428571428,13660.38,3.61466040072397
2024-08-20,Google Ads,Shopping,E-commerce,Germany,161926,5424,3.349678248088633,3.29,17844.96,87,205.11448275862068,11807.21,0.6616551676215581
2024-10-14,Meta Ads,Search,E-commerce,UK,125725,1646,1.3092066017100814,0.8099999999999999,1333.26,19,70.17157894736842,2319.58,1.7397806879378366
2024-05-17,TikTok Ads,Video,Healthcare,UAE,116301,4198,3.6095992295853003,1.4500000000000002,6087.1,212,28.712735849056607,37780.9,6.206715841698017
2024-12-12,Google Ads,Shopping,SaaS,Canada,88251,2665,3.0197958096792106,1.29,3437.85,151,22.767218543046358,17509.21,5.093069796529808
2024-10-12,Google Ads,Video,EdTech,Germany,185378,3244,1.7499379645912676,1.82,5904.08,246,24.000325203252032,67552.8,11.44171488191217
2024-08-13,Meta Ads,Shopping,SaaS,USA,177905,5532,3.109524746353391,0.98,5421.36,370,14.652324324324324,14673.05,2.706525668835864
2024-08-16,Meta Ads,Video,E-commerce,Canada,122845,2714,2.209288127314909,0.5700000000000001,1546.98,143,10.818041958041958,36419.79,23.542508629717254
2024-06-17,Meta Ads,Video,Healthcare,Germany,36017,1210,3.3595246689063494,1.01,1222.1,28,43.646428571428565,1258.31,1.0296293265690206
2024-05-13,Google Ads,Search,EdTech,USA,71267,3962,5.5593753069443075,0.9299999999999999,3684.66,287,12.838536585365853,50107.59,13.598972496783963
2024-01-04,Meta Ads,Display,EdTech,India,97152,1156,1.1898880105401843,0.54,624.24,43,14.51720930232558,4965.75,7.9548731257208765
2024-09-03,Meta Ads,Shopping,E-commerce,USA,33834,906,2.677779748182302,0.88,797.28,23,34.66434782608695,2361.23,2.9616069636765
2024-12-14,TikTok Ads,Shopping,E-commerce,Canada,183775,7093,3.8596109372874436,1.0,7093.0,373,19.01608579088472,88634.0,12.495981954039193
2024-08-31,Meta Ads,Search,Fintech,UAE,199405,5204,2.6097640480429276,0.9600000000000001,4995.84,333,15.002522522522524,25169.83,5.038157747245709
2024-03-19,TikTok Ads,Search,Healthcare,Germany,169512,9475,5.589574779366653,1.41,13359.75,203,65.8115763546798,26995.02,2.0206231404030763
2024-11-06,Google Ads,Display,EdTech,India,14884,541,3.634775597957538,3.25,1758.25,43,40.88953488372093,4123.58,2.345275131522821
2024-11-19,TikTok Ads,Shopping,Healthcare,Germany,47623,1695,3.559204586019361,1.85,3135.75,36,87.10416666666667,9884.86,3.1523112493024
2024-11-24,Meta Ads,Search,E-commerce,USA,102780,1952,1.8992021794123368,1.2,2342.4,63,37.180952380952384,16160.9,6.899291325136612
2024-02-10,Google Ads,Shopping,Healthcare,Australia,167717,4142,2.469636351711514,1.73,7165.66,71,100.92478873239436,15937.54,2.224155206917437
2024-09-05,Meta Ads,Search,E-commerce,UK,189598,6673,3.519551894007321,1.99,13279.27,170,78.11335294117647,36177.68,2.7243726500025978
2024-01-21,TikTok Ads,Display,SaaS,Germany,92273,6237,6.759290366629458,1.41,8794.17,291,30.220515463917526,72065.02,8.194635764375718
2024-09-05,Google Ads,Display,Fintech,UK,118884,5932,4.989737895763938,2.95,17499.4,450,38.88755555555556,121374.91,6.93594694675246
2024-04-04,Google Ads,Search,Healthcare,Australia,84303,4417,5.2394339465973925,3.12,13781.04,100,137.81040000000002,20354.89,1.4770213278533404
2024-01-04,Google Ads,Video,EdTech,Germany,89730,4621,5.149894126824919,2.68,12384.28,277,44.708592057761734,13483.54,1.0887625279790185
2024-11-30,Google Ads,Search,SaaS,UK,174737,5207,2.9799069458672176,1.44,7498.08,398,18.839396984924623,90351.24,12.049916778695346
2024-09-10,Google Ads,Shopping,Healthcare,Germany,145508,7158,4.919317150947027,1.4400000000000002,10307.52,566,18.21116607773852,76404.29,7.412480402657477
2024-04-24,Google Ads,Shopping,EdTech,Australia,75649,1792,2.368835014342556,2.7800000000000002,4981.76,110,45.28872727272727,12588.99,2.5270165563977387
2024-03-25,TikTok Ads,Display,E-commerce,UK,85522,3378,3.9498608545169662,0.35,1182.3,167,7.079640718562874,30312.31,25.638425103611606
2024-11-19,Meta Ads,Shopping,Healthcare,Canada,19588,434,2.2156422299366962,1.7699999999999998,768.18,5,153.636,560.03,0.7290348616209743
2024-11-02,TikTok Ads,Video,E-commerce,Canada,92985,8024,8.629348819702102,0.85,6820.4,520,13.116153846153846,150774.99,22.106473227376693
2024-03-21,Google Ads,Video,E-commerce,USA,134198,2670,1.9895974604688595,3.15,8410.5,71,118.45774647887323,14769.75,1.7561084358837167
2024-12-06,TikTok Ads,Search,E-commerce,Canada,25951,809,3.1174135871450037,0.48,388.32,61,6.365901639344262,10397.04,26.77441285537701
2024-10-19,Google Ads,Shopping,E-commerce,UK,55385,1678,3.029701182630676,1.4400000000000002,2416.32,64,37.755,18110.48,7.495066878559131
2024-01-01,Google Ads,Search,SaaS,India,21702,1000,4.607870242373975,3.17,3170.0,17,186.47058823529412,3670.88,1.158006309148265
2024-02-27,TikTok Ads,Search,SaaS,UAE,195972,13796,7.039781193231686,0.5,6898.0,645,10.694573643410854,54701.33,7.930027544215715
2024-09-12,Meta Ads,Search,Healthcare,UAE,73447,2401,3.2690239220117907,1.44,3457.44,93,37.17677419354839,11150.38,3.2250393354620757
2024-10-17,Meta Ads,Search,Healthcare,UAE,55867,1681,3.008931927613797,1.98,3328.38,32,104.011875,3790.94,1.1389745161309706
2024-05-19,Google Ads,Display,Fintech,UK,64567,1439,2.228692675825112,2.29,3295.31,64,51.48921875,4231.38,1.2840612871019723
2024-07-02,TikTok Ads,Shopping,SaaS,Canada,97254,3374,3.46926604561252,1.6500000000000001,5567.1,63,88.36666666666667,17255.15,3.09948626753606
2024-01-20,Meta Ads,Shopping,Healthcare,UK,147897,2144,1.449657531931006,1.94,4159.36,24,173.30666666666664,3826.61,0.9199997114940761
2024-09-13,Meta Ads,Display,Healthcare,Germany,115379,5134,4.449683217916605,2.41,12372.94,391,31.644347826086957,109895.16,8.881895491289864
2024-03-03,Google Ads,Search,Fintech,UK,51566,1531,2.9690105883721833,1.3900000000000001,2128.09,112,19.000803571428573,6716.48,3.1561071195297186
2024-06-18,Google Ads,Search,Healthcare,UAE,184889,6212,3.3598537500878907,2.17,13480.04,73,184.65808219178084,2434.91,0.18063076964163308
2024-04-17,TikTok Ads,Shopping,EdTech,Australia,100028,7402,7.399928020154357,0.73,5403.46,100,54.0346,7280.48,1.3473737198017566
2024-07-31,TikTok Ads,Search,EdTech,India,29741,1287,4.327359537339027,1.23,1583.01,55,28.782,6012.36,3.7980556029336516
2024-03-12,Google Ads,Shopping,Fintech,Australia,155033,5782,3.7295285519857067,2.17,12546.94,248,50.5925,71470.23,5.696227924896428
2024-08-15,TikTok Ads,Shopping,Fintech,Canada,13562,790,5.825099542840289,1.1800000000000002,932.2,40,23.305,7014.55,7.52472645355074
2024-01-18,Meta Ads,Shopping,Healthcare,UAE,84830,2612,3.0790993752210305,1.98,5171.76,84,61.56857142857143,6284.59,1.2151743313688184
2024-05-21,Meta Ads,Shopping,Healthcare,Germany,119427,1146,0.9595820040694316,1.9300000000000002,2211.78,27,81.91777777777779,5094.36,2.3032851368580958
2024-08-15,Google Ads,Shopping,EdTech,India,175623,9483,5.399634444235664,0.97,9198.51,268,34.322798507462686,79311.56,8.622218163593885
2024-07-25,Google Ads,Search,SaaS,Australia,93919,4968,5.289664498131368,2.55,12668.4,308,41.13116883116883,66254.75,5.229922484291623
2024-11-04,TikTok Ads,Display,Fintech,UAE,46190,3030,6.5598614418705345,0.42,1272.6,183,6.954098360655737,38945.83,30.603355335533557
2024-10-29,Meta Ads,Display,Healthcare,Australia,152996,3136,2.0497267902428824,1.7899999999999998,5613.44,82,68.45658536585366,6472.17,1.1529774968646678
2024-06-03,TikTok Ads,Shopping,E-commerce,UAE,62600,3142,5.019169329073483,0.7100000000000001,2230.82,245,9.105387755102042,17495.08,7.842443585766669
2024-02-29,Meta Ads,Search,E-commerce,UAE,36127,610,1.6884878345835526,1.11,677.1,45,15.046666666666667,6906.4,10.199970462265544
2024-04-28,TikTok Ads,Video,EdTech,India,110940,6512,5.8698395529114835,1.41,9181.92,108,85.01777777777778,14612.87,1.5914830449404918
2024-04-01,Meta Ads,Search,E-commerce,UK,91332,3762,4.1190382341348055,0.65,2445.3,125,19.5624,31285.11,12.793976199239356
2024-08-27,TikTok Ads,Video,EdTech,UAE,149526,4321,2.889798429704533,0.78,3370.38,120,28.0865,25118.55,7.4527352998771645
